hand_id,player_starting_hand,dealer_starting_hand,dealer_show_card,player_final_hand(s),dealer_final_hand,result(s),num_remaining_cards
34,"[5, 9]","[10, 10]",10,"[5, 9, 9]","[10, 10]",d,127
35,"[2, 10]","[6, 3]",6,"[2, 10]","[6, 3, 2, 1, 2, 1, 5]",d,118
36,"[6, 10]","[10, 10]",10,"[6, 10, 10]","[10, 10]",d,113
37,"[11, 7]","[4, 10]",4,"[11, 7, 6]","[4, 10]",d,108
38,"[10, 11]","[2, 10]",2,"[10, 11]","[2, 10]",pbj,104
39,"[4, 10]","[10, 4]",10,"[4, 10, 3]","[10, 4, 5]",d,98
40,"[7, 10]","[2, 3]",2,"[7, 10]","[2, 3, 1, 11]",pu,92
41,"[10, 4]","[9, 5]",9,"[10, 4, 4]","[9, 5, 4]",pu,86
42,"[5, 6]","[10, 6]",10,"[5, 6, 3]","[10, 6, 8]",pdd,80
43,"[10, 11]","[11, 11]",11,"[10, 11]","[11, 11]",pbj,76
44,"[3, 10]","[2, 10]",2,"[3, 10]","[2, 10, 6]",d,71
45,"[10, 5]","[8, 10]",8,"[10, 5, 5]","[8, 10]",p,66
46,"[10, 10]","[9, 8]",9,"[10, 10]","[9, 8]",p,62
47,"[4, 10]","[10, 2]",10,"[4, 10, 1, 10]","[10, 2]",d,56
48,"[10, 10]","[9, 10]",9,"[10, 10]","[9, 10]",p,52
49,"[4, 11]","[10, 6]",10,"[4, 11, 5]","[10, 6, 3]",p,46
50,"[10, 6]","[10, 10]",10,"[10, 6, 3]","[10, 10]",d,41
51,"[6, 10]","[10, 4]",10,"[6, 10, 6]","[10, 4]",d,36
52,"[10, 7]","[9, 10]",9,"[10, 7]","[9, 10]",d,32
53,"[8, 2]","[10, 4]",10,"[8, 2, 6, 8]","[10, 4]",d,26
54,"[3, 10]","[2, 2]",2,"[3, 10]","[2, 2, 9, 10]",p,20
55,"[8, 11]","[7, 9]",7,"[8, 11]","[7, 9, 10]",p,307
56,"[10, 8]","[7, 10]",7,"[10, 8]","[7, 10]",p,303
57,"[6, 2]","[7, 2]",7,"[6, 2, 7, 6]","[7, 2, 4, 6]",p,295
58,"[10, 8]","[2, 10]",2,"[10, 8]","[2, 10, 6]",pu,290
59,"[10, 10]","[3, 4]",3,"[10, 10]","[3, 4, 6, 3, 3]",p,283
60,"[7, 6]","[11, 10]",11,"[7, 6]","[11, 10]",d,279
61,"[10, 10]","[10, 2]",10,"[10, 10]","[10, 2, 6]",p,274
62,"[9, 2]","[10, 7]",10,"[9, 2, 10]","[10, 7]",pdd,269
63,"[6, 10]","[8, 10]",8,"[6, 10, 2]","[8, 10]",pu,264
64,"[7, 9]","[11, 10]",11,"[7, 9]","[11, 10]",d,260
65,"[11, 8]","[10, 10]",10,"[11, 8]","[10, 10]",d,256
66,"[10, 10]","[11, 5]",11,"[10, 10]","[11, 5, 2]",p,251
67,"[3, 9]","[5, 9]",5,"[3, 9]","[5, 9, 7]",d,246
68,"[4, 10]","[10, 8]",10,"[4, 10, 2, 4]","[10, 8]",p,240
69,"[2, 7]","[5, 9]",5,"[2, 7, 10]","[5, 9, 10]",pdd,234
70,"[8, 9]","[6, 8]",6,"[8, 9]","[6, 8, 1, 10]",p,228
71,"[10, 9]","[10, 10]",10,"[10, 9]","[10, 10]",d,224
72,"[5, 5]","[9, 5]",9,"[5, 5, 7]","[9, 5, 8]",pdd,218
73,"[8, 4]","[4, 6]",4,"[8, 4]","[4, 6, 10]",d,213
74,"[7, 10]","[3, 8]",3,"[7, 10]","[3, 8, 10]",d,208
75,"[4, 10]","[10, 11]",10,"[4, 10]","[10, 11]",d,204
76,"[10, 10]","[4, 10]",4,"[10, 10]","[4, 10, 5]",p,199
77,"[10, 6]","[10, 7]",10,"[10, 6, 3]","[10, 7]",p,194
78,"[5, 5]","[7, 4]",7,"[5, 5, 8]","[7, 4, 10]",ddd,188
79,"[9, 8]","[5, 6]",5,"[9, 8]","[5, 6, 10]",d,183
80,"[9, 5]","[4, 10]",4,"[9, 5]","[4, 10, 7]",d,178
81,"[3, 10]","[10, 9]",10,"[3, 10, 8]","[10, 9]",p,173
82,"[2, 9]","[10, 10]",10,"[2, 9, 2]","[10, 10]",ddd,168
83,"[2, 6]","[5, 8]",5,"[2, 6, 11]","[5, 8, 10]",p,162
84,"[10, 4]","[3, 3]",3,"[10, 4]","[3, 3, 3, 10]",d,156
85,"[6, 9]","[10, 10]",10,"[6, 9, 10]","[10, 10]",d,151
86,"[10, 11]","[3, 5]",3,"[10, 11]","[3, 5]",pbj,147
87,"[10, 3]","[8, 6]",8,"[10, 3, 1, 2, 8]","[8, 6]",d,140
88,"[10, 10]","[8, 11]",8,"[10, 10]","[8, 11]",p,136
89,"[8, 7]","[11, 10]",11,"[8, 7]","[11, 10]",d,132
90,"[6, 9]","[5, 10]",5,"[6, 9]","[5, 10, 9]",p,127
91,"[8, 10]","[4, 9]",4,"[8, 10]","[4, 9, 10]",p,122
92,"[3, 5]","[10, 6]",10,"[3, 5, 4, 2, 10]","[10, 6]",d,115
93,"[10, 4]","[6, 10]",6,"[10, 4]","[6, 10, 3]",d,110
94,"[4, 10]","[9, 10]",9,"[4, 10, 1, 10]","[9, 10]",d,104
95,"[2, 9]","[3, 7]",3,"[2, 9, 7]","[3, 7, 11]",ddd,98
96,"[6, 3]","[10, 6]",10,"[6, 3, 10]","[10, 6, 10]",p,92
97,"[2, 5]","[10, 10]",10,"[2, 5, 1, 11]","[10, 10]",d,86
98,"[10, 4]","[2, 10]",2,"[10, 4]","[2, 10, 2, 9]",p,80
99,"[8, 10]","[4, 10]",4,"[8, 10]","[4, 10, 9]",p,75
100,"[7, 3]","[5, 11]",5,"[7, 3, 2]","[5, 1, 10, 5]",ddd,68
