hand_id,player_starting_sum,soft_status,split_status,num_hands,dealer_show_card,player_final_sum,dealer_final_sum,result(s),num_remaining_cards,remaining_decks,player_final_hands,dealer_final_hand,running_count,true_count
1,10,hard,no split,1,3,19,18,2.0,306,5,"[2, 8, 9]","[3, 9, 6]",3,0.6
2,20,hard,no split,1,6,20,18,1.0,301,5,"[10, 10]","[6, 8, 4]",3,0.6
3,13,hard,no split,1,4,13,24,1.0,296,5,"[9, 4]","[4, 10, 10]",3,0.6
4,20,hard,no split,1,9,20,19,1.0,292,5,"[10, 10]","[9, 10]",0,0.0
5,20,hard,no split,1,5,20,19,1.0,287,5,"[10, 10]","[5, 4, 10]",-1,-0.2
6,13,hard,no split,1,10,19,22,1.0,281,5,"[3, 10, 6]","[10, 4, 8]",0,0.0
7,16,soft,no split,1,10,19,20,-1.0,274,5,"[5, 1, 2, 11]","[10, 5, 5]",1,0.2
8,15,hard,no split,1,10,25,20,-1.0,269,5,"[10, 5, 10]","[10, 10]",-2,-0.4
9,21,soft,no split,1,10,21,14,1.5,265,5,"[10, 11]","[10, 4]",-4,-0.8
10,13,hard,no split,1,9,23,12,-1.0,260,5,"[9, 4, 10]","[9, 3]",-3,-0.6
11,12,hard,no split,1,2,18,17,1.0,254,4,"[10, 2, 6]","[2, 10, 5]",-1,-0.25
12,19,hard,no split,1,9,19,20,-1.0,250,4,"[10, 9]","[9, 11]",-3,-0.75
13,16,hard,no split,1,10,26,20,-1.0,245,4,"[10, 6, 10]","[10, 10]",-6,-1.5
14,18,soft,no split,1,10,22,19,-1.0,239,4,"[7, 1, 6, 8]","[10, 9]",-7,-1.75
15,13,hard,no split,1,4,13,23,1.0,234,4,"[6, 7]","[4, 10, 9]",-6,-1.5
16,12,hard,split,2,6,17,20,-4.0,225,4,"[[6, 4, 5], [6, 3, 10]]","[6, 5, 9]",0,0.0
17,16,soft,no split,1,10,19,20,-1.0,220,4,"[11, 5, 3]","[10, 10]",-1,-0.25
18,20,hard,no split,1,10,20,19,1.0,216,4,"[10, 10]","[10, 9]",-4,-1.0
19,21,soft,no split,1,11,21,15,1.5,212,4,"[10, 11]","[11, 4]",-6,-1.5
20,13,hard,no split,1,10,23,14,-1.0,207,3,"[10, 3, 10]","[10, 4]",-7,-2.3333333333333335
21,18,hard,no split,1,3,18,19,-1.0,201,3,"[8, 10]","[3, 11, 2, 3]",-6,-2.0
22,16,hard,no split,1,2,16,20,-1.0,196,3,"[10, 6]","[2, 7, 11]",-6,-2.0
23,10,hard,no split,1,11,10,21,-1.0,192,3,"[2, 8]","[11, 10]",-7,-2.3333333333333335
24,12,hard,no split,1,10,22,20,-1.0,186,3,"[2, 10, 3, 7]","[10, 10]",-8,-2.6666666666666665
25,10,hard,no split,1,8,12,17,-2.0,180,3,"[8, 2, 2]","[8, 5, 4]",-4,-1.3333333333333333
26,10,hard,no split,1,2,20,19,2.0,174,3,"[4, 6, 10]","[2, 10, 7]",-3,-1.0
27,20,soft,no split,1,7,20,22,1.0,169,3,"[9, 11]","[7, 7, 8]",-4,-1.3333333333333333
28,16,hard,no split,1,2,16,17,-1.0,164,3,"[7, 9]","[2, 5, 10]",-3,-1.0
29,20,hard,no split,1,10,20,20,0.0,160,3,"[10, 10]","[10, 10]",-7,-2.3333333333333335
30,20,hard,no split,1,10,20,22,1.0,155,2,"[10, 10]","[10, 5, 7]",-9,-4.5
31,10,hard,no split,1,10,20,20,0.0,148,2,"[2, 8, 2, 3, 5]","[10, 10]",-7,-3.5
32,14,hard,no split,1,9,25,17,-1.0,142,2,"[4, 10, 1, 10]","[9, 8]",-9,-4.5
33,15,hard,no split,1,3,15,18,-1.0,136,2,"[8, 7]","[3, 5, 2, 8]",-6,-3.0
34,12,hard,no split,1,10,24,20,-1.0,128,2,"[8, 4, 1, 1, 1, 9]","[10, 10]",-10,-5.0
35,18,soft,no split,1,5,23,12,-1.0,123,2,"[11, 7, 5]","[5, 7]",-9,-4.5
36,18,hard,no split,1,10,18,20,-1.0,119,2,"[9, 9]","[10, 10]",-11,-5.5
37,11,hard,no split,1,10,21,20,2.0,114,2,"[6, 5, 10]","[10, 10]",-12,-6.0
38,12,hard,no split,1,3,18,18,0.0,108,2,"[8, 4, 6]","[3, 10, 5]",-9,-4.5
39,13,hard,no split,1,6,13,19,-1.0,102,1,"[10, 3]","[6, 2, 3, 8]",-6,-6.0
40,17,hard,no split,1,4,17,19,-1.0,97,1,"[7, 10]","[4, 10, 5]",-6,-6.0
41,5,hard,no split,1,4,18,19,-1.0,89,1,"[2, 3, 3, 10]","[4, 6, 6, 3]",0,0.0
42,20,hard,no split,1,8,20,18,1.0,85,1,"[10, 10]","[8, 10]",-3,-3.0
43,18,hard,no split,1,10,18,19,-1.0,80,1,"[8, 10]","[10, 2, 7]",-4,-4.0
44,12,hard,no split,1,10,12,21,-1.0,76,1,"[10, 2]","[10, 11]",-6,-6.0
45,12,hard,split,2,3,13,20,-2.0,68,1,"[[6, 7], [6, 7]]","[3, 11, 2, 4]",-2,-2.0
46,19,hard,no split,1,10,19,19,0.0,64,1,"[9, 10]","[10, 9]",-4,-4.0
47,13,hard,no split,1,10,13,21,-1.0,60,1,"[4, 9]","[10, 11]",-5,-5.0
48,10,hard,no split,1,2,15,19,-2.0,54,1,"[3, 7, 5]","[2, 8, 9]",-2,-2.0
49,18,hard,no split,1,6,18,17,1.0,50,0,"[8, 10]","[6, 11]",-3,-3.0
50,12,hard,no split,1,10,22,20,-1.0,44,0,"[2, 10, 3, 7]","[10, 10]",-4,-4.0
51,7,hard,no split,1,5,17,20,-1.0,37,0,"[4, 3, 10]","[5, 1, 10, 4]",-3,-3.0
52,16,hard,no split,1,8,22,15,-1.0,32,0,"[9, 7, 6]","[8, 7]",-2,-2.0
53,20,hard,no split,1,5,20,18,1.0,27,0,"[10, 10]","[5, 9, 4]",-2,-2.0
54,11,hard,no split,1,6,21,19,2.0,21,0,"[8, 3, 10]","[6, 6, 7]",0,0.0
55,12,hard,no split,1,5,12,17,-1.0,306,5,"[4, 8]","[5, 10, 1, 1]",-1,-0.2
56,12,hard,no split,1,5,12,20,-1.0,300,5,"[9, 3]","[5, 1, 10, 4]",0,0.0
57,13,hard,no split,1,11,19,20,-1.0,293,5,"[10, 3, 6]","[11, 3, 2, 4]",3,0.6
58,7,hard,no split,1,9,18,19,-1.0,287,5,"[5, 2, 6, 5]","[9, 10]",6,1.2
59,18,soft,no split,1,9,17,21,-1.0,281,5,"[7, 1, 9]","[9, 2, 10]",5,1.0
60,19,hard,no split,1,10,19,20,-1.0,277,5,"[9, 10]","[10, 10]",2,0.4
61,7,hard,no split,1,9,17,18,-1.0,272,5,"[5, 2, 10]","[9, 9]",3,0.6
62,5,hard,no split,1,6,16,20,-1.0,265,5,"[3, 2, 1, 10]","[6, 10, 4]",4,0.8
63,17,hard,no split,1,10,17,20,-1.0,261,5,"[10, 7]","[10, 10]",1,0.2
64,14,hard,no split,1,2,14,18,-1.0,256,4,"[4, 10]","[2, 5, 11]",2,0.5
65,13,hard,no split,1,11,26,20,-1.0,250,4,"[5, 8, 3, 10]","[11, 9]",2,0.5
66,13,hard,no split,1,2,13,20,-1.0,245,4,"[10, 3]","[2, 8, 10]",2,0.5
67,17,hard,no split,1,9,17,22,1.0,240,4,"[10, 7]","[9, 7, 6]",2,0.5
68,14,hard,no split,1,3,14,21,-1.0,234,4,"[9, 5]","[3, 7, 6, 5]",6,1.5
69,15,hard,no split,1,2,15,17,-1.0,229,4,"[9, 6]","[2, 5, 10]",8,2.0
70,17,hard,no split,1,8,17,18,-1.0,225,4,"[10, 7]","[8, 10]",6,1.5
71,18,hard,no split,1,10,18,20,-1.0,221,4,"[10, 8]","[10, 10]",3,0.75
72,8,hard,no split,1,11,17,23,1.0,214,4,"[4, 4, 9]","[1, 2, 10, 10]",3,0.75
73,16,hard,no split,1,7,26,18,-1.0,209,4,"[10, 6, 10]","[7, 11]",1,0.25
74,20,hard,no split,1,2,20,18,1.0,203,3,"[10, 10]","[2, 8, 2, 6]",2,0.6666666666666666
75,14,hard,no split,1,10,22,12,-1.0,198,3,"[5, 9, 8]","[10, 2]",3,1.0
76,20,hard,no split,1,8,20,18,1.0,194,3,"[10, 10]","[8, 10]",0,0.0
77,10,hard,no split,1,4,15,25,2.0,187,3,"[2, 8, 5]","[4, 10, 1, 10]",0,0.0
78,21,soft,no split,1,8,21,11,1.5,183,3,"[11, 10]","[8, 3]",-1,-0.3333333333333333
79,21,soft,no split,1,10,21,21,0.0,179,3,"[11, 10]","[10, 11]",-5,-1.6666666666666667
80,16,hard,no split,1,10,23,20,-1.0,174,3,"[10, 6, 7]","[10, 10]",-7,-2.3333333333333335
81,20,soft,no split,1,8,20,19,1.0,167,3,"[11, 9]","[8, 3, 1, 1, 6]",-8,-2.6666666666666665
82,6,hard,no split,1,10,6,21,-1.0,163,3,"[4, 2]","[10, 11]",-8,-2.6666666666666665
83,15,hard,no split,1,6,15,24,1.0,158,3,"[5, 10]","[6, 8, 10]",-8,-2.6666666666666665
84,11,hard,no split,1,9,15,18,-2.0,153,2,"[5, 6, 4]","[9, 9]",-5,-2.5
85,15,soft,no split,1,3,17,17,0.0,146,2,"[4, 1, 2, 10]","[3, 4, 10]",-4,-2.0
86,16,hard,no split,1,4,16,25,1.0,140,2,"[10, 6]","[4, 7, 4, 10]",-3,-1.5
87,12,hard,no split,1,10,23,20,-1.0,134,2,"[7, 5, 2, 9]","[10, 10]",-3,-1.5
88,11,hard,no split,1,10,22,13,-1.0,129,2,"[4, 7, 11]","[10, 3]",-3,-1.5
89,20,hard,no split,1,10,20,20,0.0,125,2,"[10, 10]","[10, 10]",-7,-3.5
