hand_id,player_starting_sum,soft_status,split_status,num_hands,dealer_show_card,player_final_sum,dealer_final_sum,result(s),num_remaining_cards,remaining_decks,player_final_hands,dealer_final_hand,running_count,true_count
37,18,soft,no split,1,4,24.0,14,-1.0,108,2,"[11, 7, 6]","[4, 10]",-1,-0.5
38,21,soft,no split,1,2,21.0,12,1.5,104,2,"[10, 11]","[2, 10]",-3,-1.5
39,14,hard,no split,1,10,17.0,19,-1.0,98,1,"[4, 10, 3]","[10, 4, 5]",-1,-1.0
40,17,hard,no split,1,2,17.0,17,0.0,92,1,"[7, 10]","[2, 3, 1, 11]",-2,-2.0
41,14,hard,no split,1,9,18.0,18,0.0,86,1,"[10, 4, 4]","[9, 5, 4]",1,1.0
42,11,hard,no split,1,10,14.0,24,2.0,80,1,"[5, 6, 3]","[10, 6, 8]",4,4.0
43,21,soft,no split,1,11,21.0,22,1.5,76,1,"[10, 11]","[11, 11]",0,0.0
44,13,hard,no split,1,2,13.0,18,-1.0,71,1,"[3, 10]","[2, 10, 6]",1,1.0
45,15,hard,no split,1,8,20.0,18,1.0,66,1,"[10, 5, 5]","[8, 10]",1,1.0
46,20,hard,no split,1,9,20.0,17,1.0,62,1,"[10, 10]","[9, 8]",-1,-1.0
47,14,hard,no split,1,10,25.0,12,-1.0,56,1,"[4, 10, 1, 10]","[10, 2]",-3,-3.0
48,20,hard,no split,1,9,20.0,19,1.0,52,1,"[10, 10]","[9, 10]",-6,-6.0
49,15,soft,no split,1,10,20.0,19,1.0,46,0,"[4, 11, 5]","[10, 6, 3]",-4,-4.0
50,16,hard,no split,1,10,19.0,20,-1.0,41,0,"[10, 6, 3]","[10, 10]",-5,-5.0
51,16,hard,no split,1,10,22.0,14,-1.0,36,0,"[6, 10, 6]","[10, 4]",-4,-4.0
52,17,hard,no split,1,9,17.0,19,-1.0,32,0,"[10, 7]","[9, 10]",-6,-6.0
53,10,hard,no split,1,10,24.0,14,-1.0,26,0,"[8, 2, 6, 8]","[10, 4]",-4,-4.0
54,13,hard,no split,1,2,13.0,23,1.0,20,0,"[3, 10]","[2, 2, 9, 10]",-3,-3.0
55,19,soft,no split,1,7,19.0,26,1.0,307,5,"[8, 11]","[7, 9, 10]",-2,-0.4
56,18,hard,no split,1,7,18.0,17,1.0,303,5,"[10, 8]","[7, 10]",-4,-0.8
57,8,hard,no split,1,7,21.0,19,1.0,295,5,"[6, 2, 7, 6]","[7, 2, 4, 6]",2,0.4
58,18,hard,no split,1,2,18.0,18,0.0,290,5,"[10, 8]","[2, 10, 6]",2,0.4
59,20,hard,no split,1,3,20.0,19,1.0,283,5,"[10, 10]","[3, 4, 6, 3, 3]",5,1.0
60,13,hard,no split,1,11,13.0,21,-1.0,279,5,"[7, 6]","[11, 10]",4,0.8
61,20,hard,no split,1,10,20.0,18,1.0,274,5,"[10, 10]","[10, 2, 6]",3,0.6
62,11,hard,no split,1,10,21.0,17,2.0,269,5,"[9, 2, 10]","[10, 7]",2,0.4
63,16,hard,no split,1,8,18.0,18,0.0,264,5,"[6, 10, 2]","[8, 10]",2,0.4
64,16,hard,no split,1,11,16.0,21,-1.0,260,5,"[7, 9]","[11, 10]",0,0.0
65,19,soft,no split,1,10,19.0,20,-1.0,256,4,"[11, 8]","[10, 10]",-3,-0.75
66,20,hard,no split,1,11,20.0,18,1.0,251,4,"[10, 10]","[11, 5, 2]",-4,-1.0
67,12,hard,no split,1,5,12.0,21,-1.0,246,4,"[3, 9]","[5, 9, 7]",-2,-0.5
68,14,hard,no split,1,10,20.0,18,1.0,240,4,"[4, 10, 2, 4]","[10, 8]",-1,-0.25
69,9,hard,no split,1,5,19.0,24,2.0,234,4,"[2, 7, 10]","[5, 9, 10]",-1,-0.25
70,17,hard,no split,1,6,17.0,25,1.0,228,4,"[8, 9]","[6, 8, 1, 10]",-2,-0.5
71,19,hard,no split,1,10,19.0,20,-1.0,224,4,"[10, 9]","[10, 10]",-5,-1.25
72,10,hard,no split,1,9,17.0,22,2.0,218,4,"[5, 5, 7]","[9, 5, 8]",-2,-0.5
73,12,hard,no split,1,4,12.0,20,-1.0,213,4,"[8, 4]","[4, 6, 10]",0,0.0
74,17,hard,no split,1,3,17.0,21,-1.0,208,4,"[7, 10]","[3, 8, 10]",-1,-0.25
75,14,hard,no split,1,10,14.0,21,-1.0,204,3,"[4, 10]","[10, 11]",-3,-1.0
76,20,hard,no split,1,4,20.0,19,1.0,199,3,"[10, 10]","[4, 10, 5]",-4,-1.3333333333333333
77,16,hard,no split,1,10,19.0,17,1.0,194,3,"[10, 6, 3]","[10, 7]",-4,-1.3333333333333333
78,10,hard,no split,1,7,18.0,21,-2.0,188,3,"[5, 5, 8]","[7, 4, 10]",-2,-0.6666666666666666
79,17,hard,no split,1,5,17.0,21,-1.0,183,3,"[9, 8]","[5, 6, 10]",-1,-0.3333333333333333
80,14,hard,no split,1,4,14.0,21,-1.0,178,3,"[9, 5]","[4, 10, 7]",0,0.0
81,13,hard,no split,1,10,21.0,19,1.0,173,3,"[3, 10, 8]","[10, 9]",-1,-0.3333333333333333
82,11,hard,no split,1,10,13.0,20,-2.0,168,3,"[2, 9, 2]","[10, 10]",-1,-0.3333333333333333
83,8,hard,no split,1,5,19.0,23,1.0,162,3,"[2, 6, 11]","[5, 8, 10]",0,0.0
84,14,hard,no split,1,3,14.0,19,-1.0,156,3,"[10, 4]","[3, 3, 3, 10]",2,0.6666666666666666
85,15,hard,no split,1,10,25.0,20,-1.0,151,2,"[6, 9, 10]","[10, 10]",0,0.0
86,21,soft,no split,1,3,21.0,8,1.5,147,2,"[10, 11]","[3, 5]",0,0.0
87,13,hard,no split,1,8,24.0,14,-1.0,140,2,"[10, 3, 1, 2, 8]","[8, 6]",1,0.5
88,20,hard,no split,1,8,20.0,19,1.0,136,2,"[10, 10]","[8, 11]",-2,-1.0
89,15,hard,no split,1,11,15.0,21,-1.0,132,2,"[8, 7]","[11, 10]",-4,-2.0
90,15,hard,no split,1,5,15.0,24,1.0,127,2,"[6, 9]","[5, 10, 9]",-3,-1.5
91,18,hard,no split,1,4,18.0,23,1.0,122,2,"[8, 10]","[4, 9, 10]",-4,-2.0
92,8,hard,no split,1,10,24.0,16,-1.0,115,2,"[3, 5, 4, 2, 10]","[10, 6]",-1,-0.5
93,14,hard,no split,1,6,14.0,19,-1.0,110,2,"[10, 4]","[6, 10, 3]",0,0.0
94,14,hard,no split,1,9,25.0,19,-1.0,104,2,"[4, 10, 1, 10]","[9, 10]",-3,-1.5
95,11,hard,no split,1,3,18.0,21,-2.0,98,1,"[2, 9, 7]","[3, 7, 11]",-2,-2.0
96,9,hard,no split,1,10,19.0,26,1.0,92,1,"[6, 3, 10]","[10, 6, 10]",-2,-2.0
97,7,hard,no split,1,10,19.0,20,-1.0,86,1,"[2, 5, 1, 11]","[10, 10]",-4,-4.0
98,14,hard,no split,1,2,14.0,23,1.0,80,1,"[10, 4]","[2, 10, 2, 9]",-3,-3.0
99,18,hard,no split,1,4,18.0,23,1.0,75,1,"[8, 10]","[4, 10, 9]",-4,-4.0
100,10,hard,no split,1,5,12.0,21,-2.0,68,1,"[7, 3, 2]","[5, 1, 10, 5]",-2,-2.0
