hand_id,player_starting_sum,soft_status,split_status,num_hands,dealer_show_card,player_final_sum,dealer_final_sum,result(s),num_remaining_cards,remaining_decks,player_final_hands,dealer_final_hand,running_count,true_count
21,20,hard,no split,1,10,20.0,20,0.0,193,3,"[10, 10]","[10, 10]",-6,-2.0
22,20,hard,no split,1,7,20.0,23,1.0,188,3,"[10, 10]","[7, 9, 7]",-8,-2.6666666666666665
23,21,soft,no split,1,10,21.0,16,1.5,184,3,"[11, 10]","[10, 6]",-10,-3.3333333333333335
24,5,hard,no split,1,10,18.0,22,1.0,177,3,"[2, 3, 10, 3]","[10, 2, 10]",-9,-3.0
25,14,hard,split,3,4,17.0,20,-3.0,168,3,"[[7, 10], [7, 10], [7, 10]]","[4, 5, 11]",-11,-3.6666666666666665
26,12,hard,no split,1,10,23.0,14,-1.0,162,3,"[2, 10, 1, 10]","[10, 4]",-13,-4.333333333333333
27,16,soft,no split,1,3,14.0,23,1.0,155,2,"[5, 1, 8]","[3, 6, 4, 10]",-11,-5.5
28,18,hard,no split,1,10,18.0,20,-1.0,151,2,"[10, 8]","[10, 10]",-14,-7.0
29,15,hard,no split,1,8,19.0,20,-1.0,144,2,"[6, 9, 4]","[8, 3, 2, 7]",-10,-5.0
30,13,hard,no split,1,10,21.0,17,1.0,139,2,"[8, 5, 8]","[10, 7]",-10,-5.0
31,19,hard,no split,1,10,19.0,18,1.0,134,2,"[10, 9]","[10, 5, 3]",-10,-5.0
32,12,hard,no split,1,10,18.0,24,1.0,128,2,"[2, 10, 6]","[10, 5, 9]",-9,-4.5
33,9,hard,no split,1,11,19.0,17,1.0,123,2,"[3, 6, 10]","[11, 6]",-8,-4.0
34,4,hard,no split,1,10,18.0,17,1.0,117,2,"[2, 2, 4, 10]","[10, 7]",-7,-3.5
35,12,hard,no split,1,8,24.0,11,-1.0,110,2,"[2, 10, 1, 3, 8]","[8, 3]",-6,-3.0
36,13,hard,no split,1,7,23.0,13,-1.0,105,2,"[8, 5, 10]","[7, 6]",-5,-2.5
37,17,hard,no split,1,4,17.0,19,-1.0,100,1,"[9, 8]","[4, 10, 5]",-4,-4.0
38,16,soft,no split,1,6,26.0,16,-1.0,95,1,"[5, 11, 10]","[6, 10]",-5,-5.0
39,17,hard,no split,1,10,17.0,20,-1.0,91,1,"[10, 7]","[10, 10]",-8,-8.0
40,17,hard,no split,1,10,17.0,20,-1.0,87,1,"[9, 8]","[10, 10]",-10,-10.0
41,14,hard,no split,1,6,14.0,22,1.0,81,1,"[6, 8]","[6, 2, 7, 7]",-7,-7.0
42,22,soft,split,2,5,17.0,20,0.0,74,1,"[[11, 2], [11, 10]]","[5, 9, 6]",-7,-7.0
43,18,hard,split,3,5,17.0,20,-3.0,65,1,"[[9, 10], [9, 10], [9, 4]]","[5, 10, 5]",-7,-7.0
44,17,hard,no split,1,9,17.0,19,-1.0,61,1,"[7, 10]","[9, 10]",-9,-9.0
45,9,hard,no split,1,7,25.0,10,-1.0,55,1,"[4, 5, 6, 10]","[7, 3]",-6,-6.0
46,18,hard,no split,1,10,18.0,17,1.0,51,0,"[8, 10]","[10, 7]",-8,-8.0
47,7,hard,no split,1,10,25.0,13,-1.0,45,0,"[3, 4, 9, 9]","[10, 3]",-6,-6.0
48,13,hard,no split,1,7,23.0,10,-1.0,40,0,"[7, 6, 10]","[7, 3]",-5,-5.0
49,12,hard,no split,1,5,12.0,18,-1.0,34,0,"[10, 2]","[5, 8, 1, 4]",-4,-4.0
50,15,soft,no split,1,8,23.0,16,-1.0,27,0,"[4, 1, 2, 9, 7]","[8, 8]",-3,-3.0
51,19,hard,no split,1,2,19.0,17,1.0,22,0,"[10, 9]","[2, 4, 11]",-3,-3.0
52,6,hard,no split,1,11,26.0,19,-1.0,306,5,"[2, 4, 10, 10]","[11, 8]",-1,-0.2
53,18,hard,no split,1,4,18.0,23,1.0,299,5,"[10, 8]","[4, 6, 4, 1, 8]",0,0.0
54,19,hard,no split,1,10,19.0,19,0.0,295,5,"[9, 10]","[10, 9]",-2,-0.4
55,21,soft,no split,1,6,21.0,11,1.5,291,5,"[10, 11]","[6, 5]",-2,-0.4
56,17,hard,no split,1,3,17.0,20,-1.0,286,5,"[7, 10]","[3, 7, 10]",-3,-0.6
57,18,soft,no split,1,9,18.0,20,-1.0,281,5,"[1, 7, 10]","[9, 11]",-6,-1.2
58,12,hard,no split,1,11,20.0,20,0.0,274,5,"[2, 10, 8]","[1, 1, 10, 8]",-9,-1.8
59,17,hard,no split,1,10,17.0,20,-1.0,270,5,"[7, 10]","[10, 10]",-12,-2.4
60,9,hard,no split,1,9,21.0,21,0.0,263,5,"[5, 4, 5, 7]","[9, 2, 10]",-9,-1.8
61,15,hard,no split,1,10,25.0,19,-1.0,258,4,"[10, 5, 10]","[10, 9]",-11,-2.75
62,19,hard,no split,1,4,19.0,19,0.0,253,4,"[9, 10]","[4, 10, 5]",-11,-2.75
63,11,hard,no split,1,10,21.0,20,2.0,248,4,"[7, 4, 10]","[10, 10]",-13,-3.25
64,13,hard,no split,1,10,17.0,20,-1.0,243,4,"[4, 9, 4]","[10, 10]",-13,-3.25
65,12,hard,no split,1,10,22.0,20,-1.0,238,4,"[2, 10, 10]","[10, 10]",-16,-4.0
66,6,hard,no split,1,3,16.0,22,1.0,231,4,"[2, 4, 10]","[3, 4, 9, 6]",-12,-3.0
67,20,soft,no split,1,11,20.0,21,-1.0,227,4,"[9, 11]","[11, 10]",-15,-3.75
68,10,hard,no split,1,10,21.0,21,0.0,221,4,"[7, 3, 11]","[10, 2, 9]",-15,-3.75
69,18,hard,no split,1,8,18.0,17,1.0,217,4,"[10, 8]","[8, 9]",-16,-4.0
70,9,hard,no split,1,10,18.0,21,-1.0,209,4,"[2, 7, 7, 2]","[10, 4, 1, 6]",-14,-3.5
71,13,hard,no split,1,6,13.0,21,-1.0,204,3,"[7, 6]","[6, 7, 8]",-12,-4.0
72,15,hard,no split,1,2,15.0,20,-1.0,198,3,"[5, 10]","[2, 4, 8, 6]",-9,-3.0
73,17,hard,no split,1,10,17.0,17,0.0,194,3,"[8, 9]","[10, 7]",-10,-3.3333333333333335
74,7,hard,no split,1,11,7.0,21,-1.0,190,3,"[4, 3]","[11, 10]",-10,-3.3333333333333335
75,14,hard,no split,1,10,22.0,16,-1.0,185,3,"[4, 10, 8]","[10, 6]",-10,-3.3333333333333335
76,20,hard,no split,1,9,20.0,22,1.0,179,3,"[10, 10]","[9, 3, 3, 7]",-10,-3.3333333333333335
77,20,hard,no split,1,5,20.0,19,1.0,174,3,"[10, 10]","[5, 9, 5]",-10,-3.3333333333333335
78,21,soft,no split,1,8,21.0,10,1.5,170,3,"[10, 11]","[8, 2]",-11,-3.6666666666666665
79,16,hard,no split,1,10,24.0,14,-1.0,165,3,"[10, 6, 8]","[10, 4]",-11,-3.6666666666666665
80,15,hard,no split,1,3,15.0,23,1.0,160,3,"[9, 6]","[3, 10, 10]",-11,-3.6666666666666665
81,14,soft,no split,1,3,22.0,13,-1.0,153,2,"[3, 1, 2, 6, 10]","[3, 10]",-10,-5.0
82,18,hard,split,2,4,18.0,17,1.0,146,2,"[[9, 10], [9, 8]]","[4, 4, 9]",-9,-4.5
83,18,hard,no split,1,10,18.0,20,-1.0,142,2,"[8, 10]","[10, 10]",-12,-6.0
84,15,hard,no split,1,10,25.0,16,-1.0,137,2,"[10, 5, 10]","[10, 6]",-13,-6.5
85,7,hard,no split,1,10,18.0,20,-1.0,131,2,"[5, 2, 4, 7]","[10, 10]",-12,-6.0
86,19,soft,no split,1,2,19.0,18,1.0,125,2,"[11, 8]","[2, 5, 8, 3]",-10,-5.0
87,4,hard,split,2,3,16.5,17,-3.0,116,2,"[[2, 7, 2], [2, 10, 10]]","[3, 9, 5]",-7,-3.5
88,19,hard,no split,1,2,19.0,25,1.0,110,2,"[9, 10]","[2, 3, 10, 10]",-8,-4.0
89,15,hard,no split,1,10,21.0,23,1.0,104,2,"[10, 5, 6]","[10, 3, 10]",-8,-4.0
90,21,soft,no split,1,10,21.0,20,1.5,100,1,"[11, 10]","[10, 10]",-12,-12.0
91,21,soft,no split,1,6,21.0,16,1.5,96,1,"[11, 10]","[6, 10]",-14,-14.0
92,11,hard,no split,1,4,22.0,6,-1.0,91,1,"[7, 4, 11]","[4, 2]",-12,-12.0
93,15,hard,no split,1,6,15.0,17,-1.0,86,1,"[9, 6]","[6, 3, 8]",-9,-9.0
94,13,hard,no split,1,10,23.0,20,-1.0,81,1,"[6, 7, 10]","[10, 10]",-11,-11.0
95,11,hard,no split,1,10,16.0,20,-2.0,76,1,"[9, 2, 5]","[10, 10]",-11,-11.0
96,13,hard,no split,1,5,13.0,19,-1.0,71,1,"[3, 10]","[5, 4, 10]",-10,-10.0
97,10,hard,no split,1,5,20.0,21,-2.0,65,1,"[3, 7, 10]","[5, 11, 5]",-9,-9.0
98,15,hard,no split,1,10,18.0,20,-1.0,60,1,"[6, 9, 3]","[10, 10]",-9,-9.0
99,13,hard,no split,1,7,22.0,11,-1.0,55,1,"[10, 3, 9]","[7, 4]",-8,-8.0
100,15,hard,no split,1,7,21.0,19,1.0,49,0,"[5, 10, 6]","[7, 2, 10]",-7,-7.0
