hand_id,player_starting_sum,soft_status,split_status,num_hands,dealer_show_card,player_final_sum,dealer_final_sum,result(s),num_remaining_cards,remaining_decks,player_final_hands,dealer_final_hand,running_count,true_count
46,21,soft,no split,1,11,21,13,1.5,65,1,"[10, 11]","[11, 2]",1,1.0
47,21,soft,no split,1,10,21,12,1.5,61,1,"[11, 10]","[10, 2]",-1,-1.0
48,8,hard,no split,1,4,17,26,1.0,53,1,"[6, 2, 9]","[4, 4, 5, 3, 10]",4,4.0
49,20,hard,no split,1,10,20,17,1.0,49,0,"[10, 10]","[10, 7]",1,1.0
50,13,hard,no split,1,10,18,26,1.0,43,0,"[7, 6, 5]","[10, 6, 10]",2,2.0
51,6,hard,no split,1,10,21,18,1.0,37,0,"[4, 2, 7, 8]","[10, 8]",3,3.0
52,11,hard,no split,1,10,21,25,2.0,31,0,"[7, 4, 10]","[10, 5, 10]",2,2.0
53,21,soft,no split,1,2,21,8,1.5,27,0,"[11, 10]","[2, 6]",2,2.0
54,19,hard,no split,1,7,19,17,1.0,22,0,"[10, 9]","[7, 8, 2]",2,2.0
55,14,soft,no split,1,10,23,16,-1.0,305,5,"[1, 3, 2, 7, 10]","[10, 6]",0,0.0
56,19,hard,no split,1,11,19,21,-1.0,301,5,"[10, 9]","[11, 10]",-3,-0.6
57,13,soft,no split,1,5,23,15,-1.0,296,5,"[11, 2, 10]","[5, 10]",-4,-0.8
58,16,hard,no split,1,6,16,21,-1.0,290,5,"[10, 6]","[6, 5, 4, 6]",0,0.0
59,14,hard,no split,1,5,14,19,-1.0,285,5,"[5, 9]","[5, 10, 4]",2,0.4
60,18,hard,no split,1,10,18,21,-1.0,280,5,"[8, 10]","[10, 4, 7]",1,0.2
61,18,hard,no split,1,8,18,19,-1.0,275,5,"[10, 8]","[8, 6, 5]",2,0.4
62,7,hard,no split,1,5,16,21,-1.0,269,5,"[3, 4, 9]","[5, 10, 6]",5,1.0
63,19,hard,no split,1,7,19,20,-1.0,264,5,"[10, 9]","[7, 3, 10]",4,0.8
64,18,hard,no split,1,3,18,17,1.0,258,4,"[8, 10]","[3, 2, 10, 2]",5,1.25
65,17,hard,no split,1,10,17,24,1.0,253,4,"[10, 7]","[10, 5, 9]",4,1.0
66,16,hard,no split,1,2,16,24,1.0,246,4,"[6, 10]","[2, 8, 2, 4, 8]",7,1.75
67,15,hard,no split,1,3,15,23,1.0,241,4,"[8, 7]","[3, 10, 10]",6,1.5
68,19,hard,no split,1,2,19,19,0.0,236,4,"[10, 9]","[2, 11, 6]",6,1.5
69,14,hard,no split,1,6,14,18,-1.0,231,4,"[8, 6]","[6, 10, 2]",8,2.0
70,17,hard,no split,1,4,17,20,-1.0,226,4,"[8, 9]","[4, 10, 6]",9,2.25
71,13,soft,no split,1,4,17,24,1.0,218,4,"[1, 2, 4, 10]","[4, 7, 3, 10]",10,2.5
72,10,hard,no split,1,8,19,17,2.0,213,4,"[5, 5, 9]","[8, 9]",12,3.0
73,11,hard,no split,1,3,16,22,2.0,206,3,"[9, 2, 5]","[3, 5, 5, 9]",17,5.666666666666667
74,17,hard,no split,1,6,17,19,-1.0,201,3,"[7, 10]","[6, 3, 10]",17,5.666666666666667
75,11,hard,no split,1,10,21,18,2.0,195,3,"[4, 7, 10]","[10, 6, 2]",18,6.0
76,20,hard,no split,1,3,20,26,1.0,189,3,"[10, 10]","[3, 9, 4, 10]",17,5.666666666666667
77,12,hard,no split,1,10,23,20,-1.0,183,3,"[2, 10, 1, 10]","[10, 10]",13,4.333333333333333
78,13,hard,no split,1,10,17,20,-1.0,178,3,"[10, 3, 4]","[10, 10]",12,4.0
79,19,soft,no split,1,4,19,20,-1.0,173,3,"[11, 8]","[4, 6, 10]",12,4.0
80,16,soft,no split,1,2,14,18,-1.0,166,3,"[5, 1, 8]","[2, 10, 2, 4]",14,4.666666666666667
81,12,hard,no split,1,2,20,18,1.0,159,3,"[2, 10, 8]","[2, 7, 7, 2]",16,5.333333333333333
82,18,hard,no split,1,8,18,19,-1.0,155,2,"[10, 8]","[8, 11]",14,7.0
83,13,hard,no split,1,2,13,24,1.0,149,2,"[10, 3]","[2, 8, 6, 8]",16,8.0
84,11,hard,no split,1,7,15,20,-2.0,143,2,"[8, 3, 4]","[7, 5, 8]",19,9.5
85,21,soft,no split,1,6,21,12,1.5,139,2,"[10, 11]","[6, 6]",19,9.5
86,10,hard,no split,1,9,20,20,0.0,133,2,"[3, 7, 10]","[9, 7, 4]",20,10.0
87,13,hard,no split,1,4,13,20,-1.0,128,2,"[3, 10]","[4, 5, 11]",21,10.5
88,9,hard,no split,1,5,20,19,2.0,122,2,"[7, 2, 11]","[5, 10, 4]",22,11.0
89,17,hard,no split,1,5,17,22,1.0,117,2,"[7, 10]","[5, 9, 8]",22,11.0
90,19,hard,no split,1,10,19,25,1.0,111,2,"[9, 10]","[10, 3, 2, 10]",21,10.5
91,16,hard,no split,1,10,26,19,-1.0,106,2,"[10, 6, 10]","[10, 9]",19,9.5
92,15,hard,no split,1,2,15,26,1.0,100,1,"[10, 5]","[2, 5, 9, 10]",20,20.0
93,20,hard,no split,1,10,20,20,0.0,96,1,"[10, 10]","[10, 10]",16,16.0
94,17,hard,no split,1,4,17,19,-1.0,91,1,"[10, 7]","[4, 5, 10]",16,16.0
95,20,hard,no split,1,5,20,17,1.0,86,1,"[10, 10]","[5, 9, 3]",16,16.0
96,18,hard,no split,1,10,18,20,-1.0,82,1,"[10, 8]","[10, 10]",13,13.0
97,10,hard,no split,1,10,19,24,1.0,76,1,"[4, 6, 9]","[10, 4, 10]",14,14.0
98,6,hard,no split,1,9,21,19,1.0,70,1,"[3, 3, 5, 10]","[9, 10]",15,15.0
99,21,soft,no split,1,10,21,20,1.5,66,1,"[11, 10]","[10, 10]",11,11.0
100,14,hard,split,2,3,19,20,1.0,58,1,"[[7, 4, 10], [7, 10]]","[3, 10, 7]",10,10.0
