hand_id,player_starting_hand,dealer_starting_hand,dealer_show_card,player_final_hand(s),dealer_final_hand,result(s),num_remaining_cards
24,"[11, 4]","[8, 9]",8,"[11, 4, 5]","[8, 9]",p,177
25,"[4, 6]","[10, 10]",10,"[4, 6, 11]","[10, 10]",p,172
26,"[5, 9]","[10, 10]",10,"[5, 9, 4]","[10, 10]",d,167
27,"[5, 11]","[8, 9]",8,"[5, 11, 4]","[8, 9]",p,162
28,"[7, 6]","[3, 6]",3,"[7, 6]","[3, 6, 10]",d,157
29,"[10, 4]","[10, 2]",10,"[10, 4, 4]","[10, 2, 3, 10]",p,150
30,"[9, 10]","[10, 9]",10,"[9, 10]","[10, 9]",pu,146
31,"[3, 9]","[6, 5]",6,"[3, 9]","[6, 5, 3, 1, 1, 10]",p,138
32,"[3, 4]","[8, 9]",8,"[3, 4, 5, 10]","[8, 9]",d,132
33,"[10, 10]","[10, 10]",10,"[10, 10]","[10, 10]",pu,128
34,"[9, 10]","[8, 2]",8,"[9, 10]","[8, 2, 10]",d,123
35,"[5, 10]","[7, 11]",7,"[5, 10, 10]","[7, 11]",d,118
36,"[6, 8]","[9, 8]",9,"[6, 8, 10]","[9, 8]",d,113
37,"[7, 7]","[5, 7]",5,"[[7, 10], [7, 10]]","[5, 7, 9]","['d', 'd']",106
38,"[2, 2]","[5, 6]",5,"[[2, 7, 10], [2, 11, 6]]","[5, 6, 7]","['pdd', 'pdd']",97
39,"[3, 8]","[10, 7]",10,"[3, 8, 8]","[10, 7]",pdd,92
40,"[6, 11]","[9, 10]",9,"[6, 11, 3]","[9, 10]",p,87
41,"[10, 10]","[8, 7]",8,"[10, 10]","[8, 7, 1, 3]",p,81
42,"[9, 10]","[7, 11]",7,"[9, 10]","[7, 11]",p,77
43,"[11, 5]","[10, 10]",10,"[1, 5, 2, 11]","[10, 10]",d,71
44,"[8, 10]","[10, 9]",10,"[8, 10]","[10, 9]",d,67
45,"[10, 11]","[10, 10]",10,"[10, 11]","[10, 10]",pbj,63
46,"[6, 9]","[8, 10]",8,"[6, 9, 3]","[8, 10]",pu,58
47,"[10, 5]","[10, 10]",10,"[10, 5, 2]","[10, 10]",d,53
48,"[10, 10]","[10, 9]",10,"[10, 10]","[10, 9]",p,49
49,"[5, 3]","[11, 10]",11,"[5, 3]","[11, 10]",d,45
50,"[3, 5]","[5, 10]",5,"[3, 5, 3, 7]","[5, 10, 9]",p,38
51,"[6, 7]","[10, 11]",10,"[6, 7]","[10, 11]",d,34
52,"[7, 11]","[10, 10]",10,"[7, 1, 4, 10]","[10, 10]",d,28
53,"[6, 4]","[10, 3]",10,"[6, 4, 2, 7]","[10, 3, 10]",p,21
54,"[4, 11]","[2, 3]",2,"[4, 1, 8]","[2, 3, 7, 10]",p,305
55,"[10, 10]","[7, 2]",7,"[10, 10]","[7, 2, 7, 10]",p,299
56,"[10, 4]","[11, 6]",11,"[10, 4, 9]","[11, 6]",d,294
57,"[11, 10]","[10, 3]",10,"[11, 10]","[10, 3]",pbj,290
58,"[10, 10]","[2, 10]",2,"[10, 10]","[2, 10, 6]",p,285
59,"[10, 5]","[11, 10]",11,"[10, 5]","[11, 10]",d,281
60,"[6, 11]","[6, 10]",6,"[6, 11, 10]","[6, 10]",d,276
61,"[3, 10]","[11, 10]",11,"[3, 10]","[11, 10]",d,272
62,"[10, 10]","[9, 9]",9,"[10, 10]","[9, 9]",p,268
63,"[2, 11]","[10, 9]",10,"[2, 1, 9, 8]","[10, 9]",p,262
64,"[3, 8]","[10, 2]",10,"[3, 8, 10]","[10, 2, 7]",pdd,256
65,"[5, 7]","[4, 5]",4,"[5, 7]","[4, 5, 11]",d,251
66,"[10, 3]","[2, 10]",2,"[10, 3]","[2, 10, 5]",d,246
67,"[3, 2]","[7, 10]",7,"[3, 2, 3, 2, 3, 10]","[7, 10]",d,238
68,"[10, 7]","[9, 10]",9,"[10, 7]","[9, 10]",d,234
69,"[8, 6]","[10, 4]",10,"[8, 6, 10]","[10, 4]",d,229
70,"[5, 5]","[7, 8]",7,"[5, 5, 5]","[7, 8, 3]",ddd,223
71,"[6, 10]","[10, 6]",10,"[6, 10, 10]","[10, 6]",d,218
72,"[8, 6]","[4, 4]",4,"[8, 6]","[4, 4, 10]",d,213
73,"[7, 11]","[10, 8]",10,"[7, 1, 10]","[10, 8]",pu,208
74,"[10, 10]","[6, 10]",6,"[10, 10]","[6, 10, 10]",p,203
75,"[7, 9]","[10, 10]",10,"[7, 9, 10]","[10, 10]",d,198
76,"[2, 4]","[2, 10]",2,"[2, 4, 8]","[2, 10, 10]",p,192
77,"[10, 10]","[5, 10]",5,"[10, 10]","[5, 10, 10]",p,187
78,"[10, 9]","[4, 10]",4,"[10, 9]","[4, 10, 10]",p,182
79,"[5, 9]","[5, 2]",5,"[5, 9]","[5, 2, 3, 7]",d,176
80,"[5, 11]","[2, 2]",2,"[5, 11, 2]","[2, 2, 10, 5]",d,169
81,"[3, 6]","[8, 10]",8,"[3, 6, 9]","[8, 10]",pu,164
82,"[8, 8]","[10, 3]",10,"[[8, 10], [8, 10]]","[10, 3, 1, 10]","['p', 'p']",156
83,"[5, 3]","[10, 10]",10,"[5, 3, 3, 6]","[10, 10]",d,150
84,"[7, 2]","[6, 10]",6,"[7, 2, 10]","[6, 10, 1]",pdd,144
85,"[3, 4]","[4, 8]",4,"[3, 4, 7]","[4, 8, 7]",d,138
86,"[7, 6]","[9, 8]",9,"[7, 6, 4]","[9, 8]",pu,133
87,"[6, 10]","[11, 3]",11,"[6, 10, 7]","[11, 3]",d,128
88,"[10, 6]","[10, 4]",10,"[10, 6, 10]","[10, 4]",d,123
89,"[2, 5]","[11, 6]",11,"[2, 5, 2, 10]","[11, 6]",p,117
90,"[5, 4]","[10, 10]",10,"[5, 4, 9]","[10, 10]",d,112
91,"[11, 4]","[11, 6]",11,"[1, 4, 10, 4]","[11, 6]",p,106
92,"[3, 3]","[9, 11]",9,"[3, 3, 8, 9]","[9, 11]",d,100
93,"[8, 3]","[10, 2]",10,"[8, 3, 5]","[10, 2, 10]",pdd,94
94,"[10, 11]","[8, 3]",8,"[10, 11]","[8, 3]",pbj,90
95,"[7, 10]","[10, 8]",10,"[7, 10]","[10, 8]",d,86
96,"[7, 4]","[10, 4]",10,"[7, 4, 9]","[10, 4, 5]",pdd,80
97,"[10, 4]","[3, 6]",3,"[10, 4]","[3, 6, 6, 4]",d,74
98,"[8, 10]","[2, 5]",2,"[8, 10]","[2, 5, 7, 10]",p,68
99,"[2, 10]","[10, 11]",10,"[2, 10]","[10, 11]",d,64
100,"[10, 11]","[10, 8]",10,"[10, 11]","[10, 8]",pbj,60
