hand_id,player_starting_sum,soft_status,split_status,num_hands,dealer_show_card,player_final_sum,dealer_final_sum,result(s),num_remaining_cards,remaining_decks,player_final_hands,dealer_final_hand,running_count,true_count
58,20,hard,no split,1,8,20,19,1.0,288,5,"[10, 10]","[8, 11]",-2,-0.4
59,16,hard,no split,1,10,19,17,1.0,283,5,"[10, 6, 3]","[10, 7]",-2,-0.4
60,19,hard,no split,1,8,19,18,1.0,278,5,"[10, 9]","[8, 7, 3]",-2,-0.4
61,18,hard,no split,1,10,18,25,1.0,273,5,"[10, 8]","[10, 5, 10]",-4,-0.8
62,21,soft,no split,1,4,21,11,1.5,269,5,"[11, 10]","[4, 7]",-5,-1.0
63,6,hard,no split,1,11,18,19,-1.0,263,5,"[2, 4, 2, 10]","[11, 8]",-4,-0.8
64,16,hard,no split,1,6,16,22,1.0,258,4,"[9, 7]","[6, 10, 6]",-3,-0.75
65,15,soft,no split,1,6,24,12,-1.0,253,4,"[11, 4, 9]","[6, 6]",-1,-0.25
66,12,hard,no split,1,10,19,19,0.0,248,4,"[6, 6, 7]","[10, 9]",0,0.0
67,19,hard,no split,1,3,19,20,-1.0,243,4,"[10, 9]","[3, 10, 7]",-1,-0.25
68,20,hard,no split,1,9,20,23,1.0,238,4,"[10, 10]","[9, 6, 8]",-2,-0.5
69,20,hard,no split,1,8,20,18,1.0,234,4,"[10, 10]","[8, 10]",-5,-1.25
70,9,hard,no split,1,4,17,19,-2.0,227,4,"[5, 4, 8]","[4, 2, 5, 8]",0,0.0
71,13,hard,no split,1,2,13,22,1.0,221,4,"[9, 4]","[2, 2, 10, 8]",2,0.5
72,17,hard,no split,1,5,17,22,1.0,216,4,"[9, 8]","[5, 7, 10]",2,0.5
73,20,hard,no split,1,10,20,26,1.0,211,4,"[10, 10]","[10, 6, 10]",-1,-0.25
74,13,hard,no split,1,3,13,19,-1.0,205,3,"[10, 3]","[3, 8, 2, 6]",2,0.6666666666666666
75,18,hard,no split,1,10,18,18,0.0,201,3,"[10, 8]","[10, 8]",0,0.0
76,12,hard,no split,1,10,19,20,-1.0,194,3,"[9, 3, 1, 2, 4]","[10, 10]",0,0.0
77,14,hard,no split,1,9,24,19,-1.0,189,3,"[4, 10, 10]","[9, 10]",-2,-0.6666666666666666
78,6,hard,no split,1,2,14,20,-1.0,181,3,"[4, 2, 5, 3]","[2, 5, 3, 10]",4,1.3333333333333333
79,17,hard,no split,1,7,17,20,-1.0,176,3,"[10, 7]","[7, 5, 8]",4,1.3333333333333333
80,15,hard,no split,1,7,25,14,-1.0,171,3,"[10, 5, 10]","[7, 7]",3,1.0
81,18,hard,no split,1,10,18,20,-1.0,167,3,"[8, 10]","[10, 10]",0,0.0
82,17,hard,no split,1,4,17,25,1.0,160,3,"[9, 8]","[4, 2, 6, 3, 10]",3,1.0
83,14,hard,no split,1,3,14,22,1.0,155,2,"[10, 4]","[3, 9, 10]",3,1.5
84,13,hard,no split,1,10,25,13,-1.0,149,2,"[3, 10, 2, 10]","[10, 3]",3,1.5
85,14,hard,no split,1,11,14,21,-1.0,145,2,"[4, 10]","[11, 10]",1,0.5
86,15,hard,no split,1,4,15,24,1.0,140,2,"[5, 10]","[4, 10, 10]",0,0.0
87,14,hard,no split,1,5,14,17,-1.0,135,2,"[4, 10]","[5, 8, 4]",2,1.0
88,20,hard,no split,1,10,20,25,1.0,130,2,"[10, 10]","[10, 6, 9]",0,0.0
89,16,hard,no split,1,9,17,21,-1.0,124,2,"[6, 10, 1]","[9, 2, 10]",-1,-0.5
90,13,hard,no split,1,11,23,15,-1.0,118,2,"[3, 10, 1, 9]","[11, 4]",-2,-1.0
91,16,hard,no split,1,10,24,20,-1.0,113,2,"[6, 10, 8]","[10, 10]",-4,-2.0
92,7,hard,no split,1,3,17,19,-1.0,107,2,"[3, 4, 10]","[3, 10, 6]",-2,-1.0
93,18,hard,no split,1,9,18,17,1.0,102,1,"[10, 8]","[9, 7, 1]",-4,-4.0
94,20,soft,no split,1,5,20,18,1.0,97,1,"[9, 11]","[5, 5, 8]",-3,-3.0
95,10,hard,no split,1,2,21,21,0.0,90,1,"[5, 5, 11]","[2, 2, 9, 8]",0,0.0
96,20,hard,no split,1,7,20,18,1.0,86,1,"[10, 10]","[7, 11]",-3,-3.0
97,11,hard,no split,1,5,20,21,-2.0,80,1,"[5, 6, 9]","[5, 5, 11]",0,0.0
98,9,hard,no split,1,9,20,19,1.0,75,1,"[6, 3, 11]","[9, 10]",0,0.0
99,14,hard,no split,1,11,22,13,-1.0,70,1,"[7, 7, 8]","[11, 2]",0,0.0
100,21,soft,no split,1,7,21,9,1.5,66,1,"[11, 10]","[7, 2]",-1,-1.0
