hand_id,player_starting_sum,soft_status,split_status,num_hands,dealer_show_card,player_final_sum,dealer_final_sum,result(s),num_remaining_cards,remaining_decks,player_final_hands,dealer_final_hand,running_count,true_count
32,15,hard,no split,1,10,25,20,-1.0,142,2,"[7, 8, 10]","[10, 10]",-4,-2.0
33,8,hard,no split,1,7,23,18,-1.0,136,2,"[4, 4, 5, 10]","[7, 11]",-3,-1.5
34,15,hard,no split,1,8,23,18,-1.0,130,2,"[7, 8, 1, 7]","[8, 10]",-5,-2.5
35,13,soft,no split,1,6,18,19,-2.0,124,2,"[11, 2, 5]","[6, 7, 6]",-2,-1.0
36,9,hard,no split,1,3,14,17,-2.0,118,2,"[7, 2, 5]","[3, 10, 4]",1,0.5
37,17,hard,no split,1,3,17,22,1.0,113,2,"[7, 10]","[3, 10, 9]",0,0.0
38,20,hard,no split,1,10,20,20,0.0,108,2,"[10, 10]","[10, 5, 5]",-1,-0.5
39,16,hard,no split,1,10,23,20,-1.0,103,1,"[10, 6, 7]","[10, 10]",-3,-3.0
40,18,hard,no split,1,10,18,18,0.0,98,1,"[10, 8]","[10, 6, 2]",-3,-3.0
41,11,hard,no split,1,7,14,21,-2.0,92,1,"[9, 2, 3]","[7, 4, 10]",-1,-1.0
42,18,hard,no split,1,6,18,25,1.0,86,1,"[10, 8]","[6, 5, 4, 10]",0,0.0
43,16,hard,no split,1,10,22,19,-1.0,81,1,"[6, 10, 6]","[10, 9]",0,0.0
44,16,hard,no split,1,5,16,19,-1.0,76,1,"[10, 6]","[5, 10, 4]",1,1.0
45,6,hard,no split,1,11,6,21,-1.0,72,1,"[2, 4]","[11, 10]",1,1.0
46,15,hard,no split,1,5,15,19,-1.0,67,1,"[5, 10]","[5, 10, 4]",2,2.0
47,7,hard,no split,1,10,20,19,1.0,61,1,"[5, 2, 11, 2]","[10, 9]",3,3.0
48,4,hard,split,2,7,18,23,2.0,49,0,"[[2, 7, 8], [2, 4, 1, 6, 6]]","[7, 4, 2, 10]",8,8.0
49,15,hard,no split,1,4,15,17,-1.0,42,0,"[10, 5]","[4, 3, 2, 7, 1]",10,10.0
50,18,hard,no split,1,10,18,18,0.0,37,0,"[10, 8]","[10, 5, 3]",10,10.0
51,11,hard,no split,1,8,21,18,2.0,32,0,"[8, 3, 10]","[8, 10]",9,9.0
52,20,hard,no split,1,7,20,17,1.0,28,0,"[10, 10]","[7, 10]",6,6.0
53,20,hard,no split,1,3,20,19,1.0,23,0,"[10, 10]","[3, 10, 6]",5,5.0
54,17,hard,no split,1,10,17,19,-1.0,307,5,"[10, 7]","[10, 5, 4]",0,0.0
55,19,hard,no split,1,11,19,21,-1.0,303,5,"[9, 10]","[11, 10]",-3,-0.6
56,13,hard,no split,1,10,23,13,-1.0,298,5,"[10, 3, 10]","[10, 3]",-4,-0.8
57,17,soft,no split,1,11,17,20,-1.0,292,5,"[6, 1, 10]","[11, 5, 4]",-4,-0.8
58,17,hard,no split,1,10,17,20,-1.0,288,5,"[9, 8]","[10, 10]",-6,-1.2
59,11,hard,no split,1,10,21,19,2.0,283,5,"[5, 6, 10]","[10, 9]",-6,-1.2
60,17,hard,no split,1,10,17,18,-1.0,279,5,"[10, 7]","[10, 8]",-8,-1.6
61,15,hard,no split,1,10,25,13,-1.0,274,5,"[5, 10, 10]","[10, 3]",-9,-1.8
62,17,hard,no split,1,10,17,22,1.0,268,5,"[10, 7]","[10, 3, 2, 7]",-9,-1.8
63,12,hard,no split,1,6,12,22,1.0,263,5,"[10, 2]","[6, 10, 6]",-8,-1.6
64,10,hard,no split,1,3,17,23,2.0,257,4,"[4, 6, 7]","[3, 10, 10]",-7,-1.75
65,13,soft,no split,1,4,20,24,1.0,251,4,"[11, 2, 7]","[4, 10, 10]",-8,-2.0
66,12,hard,no split,1,5,12,22,1.0,246,4,"[2, 10]","[5, 10, 7]",-8,-2.0
67,20,hard,no split,1,4,20,24,1.0,239,4,"[10, 10]","[4, 4, 7, 1, 8]",-9,-2.25
68,16,hard,no split,1,7,26,17,-1.0,234,4,"[10, 6, 10]","[7, 10]",-11,-2.75
69,13,hard,no split,1,8,23,19,-1.0,229,4,"[6, 7, 10]","[8, 11]",-12,-3.0
70,6,hard,no split,1,11,20,17,1.0,221,4,"[3, 3, 3, 3, 4, 4]","[11, 6]",-6,-1.5
71,15,hard,no split,1,4,15,17,-1.0,216,4,"[5, 10]","[4, 4, 9]",-4,-1.0
72,21,soft,no split,1,8,21,14,1.5,212,4,"[11, 10]","[8, 6]",-5,-1.25
73,7,hard,no split,1,10,20,19,1.0,206,3,"[5, 2, 11, 2]","[10, 9]",-4,-1.3333333333333333
74,17,hard,no split,1,9,17,23,1.0,200,3,"[8, 9]","[9, 5, 2, 7]",-2,-0.6666666666666666
75,14,hard,no split,1,9,22,19,-1.0,195,3,"[10, 4, 8]","[9, 10]",-3,-1.0
76,21,soft,no split,1,10,21,20,1.5,191,3,"[10, 11]","[10, 10]",-7,-2.3333333333333335
77,9,hard,no split,1,6,19,19,0.0,185,3,"[7, 2, 10]","[6, 3, 10]",-6,-2.0
78,9,hard,no split,1,6,19,17,2.0,179,3,"[4, 5, 10]","[6, 10, 1]",-6,-2.0
79,15,hard,no split,1,10,18,20,-1.0,173,3,"[5, 10, 3]","[10, 6, 4]",-4,-1.3333333333333333
80,10,hard,no split,1,7,15,23,2.0,167,3,"[6, 4, 5]","[7, 6, 10]",-1,-0.3333333333333333
81,14,hard,no split,1,2,14,19,-1.0,162,3,"[6, 8]","[2, 8, 9]",1,0.3333333333333333
82,8,hard,no split,1,10,18,20,-1.0,157,3,"[2, 6, 10]","[10, 10]",0,0.0
83,12,hard,no split,1,3,22,12,-1.0,152,2,"[9, 3, 10]","[3, 9]",1,0.5
84,12,hard,no split,1,4,12,19,-1.0,146,2,"[2, 10]","[4, 4, 7, 4]",4,2.0
85,12,hard,no split,1,11,22,18,-1.0,141,2,"[2, 10, 10]","[11, 7]",2,1.0
86,17,hard,no split,1,7,17,17,0.0,137,2,"[8, 9]","[7, 10]",1,0.5
87,20,hard,no split,1,10,20,21,-1.0,133,2,"[10, 10]","[10, 11]",-3,-1.5
88,11,hard,no split,1,6,21,19,2.0,127,2,"[7, 4, 10]","[6, 6, 7]",-1,-0.5
89,18,hard,no split,1,10,18,23,1.0,122,2,"[10, 8]","[10, 6, 7]",-2,-1.0
90,14,hard,no split,1,2,14,25,1.0,115,2,"[4, 10]","[2, 3, 2, 8, 10]",0,0.0
91,19,hard,no split,1,9,19,17,1.0,111,2,"[9, 10]","[9, 8]",-1,-0.5
92,20,hard,no split,1,3,20,17,1.0,105,2,"[10, 10]","[3, 10, 1, 3]",-3,-1.5
93,18,hard,no split,1,3,18,23,1.0,98,1,"[10, 8]","[3, 2, 2, 6, 10]",-1,-1.0
94,10,hard,no split,1,7,18,18,0.0,93,1,"[8, 2, 8]","[7, 11]",-1,-1.0
95,8,hard,no split,1,11,17,19,-1.0,88,1,"[3, 5, 9]","[11, 8]",0,0.0
96,15,hard,no split,1,5,15,18,-1.0,83,1,"[5, 10]","[5, 10, 3]",1,1.0
97,13,hard,no split,1,5,13,25,1.0,76,1,"[10, 3]","[5, 6, 4, 1, 9]",3,3.0
98,16,soft,no split,1,9,26,11,-1.0,69,1,"[1, 5, 2, 8, 10]","[9, 2]",4,4.0
99,17,hard,no split,1,5,17,20,-1.0,64,1,"[10, 7]","[5, 9, 6]",5,5.0
100,20,hard,no split,1,10,20,21,-1.0,60,1,"[10, 10]","[10, 11]",1,1.0
